source_rel,upload_file_id,upload_page_titles,plan_page_title,parent_category,subject,material_category,filename,size_mb,summary
大学物理/大物_谢悦晋串讲_20240102.pdf,"{""id"": ""6a0725d6abfe09661dcd8b8c"", ""reused_existing"": false}",,大学物理复习资料,课程,大学物理,复习资料,大物_谢悦晋串讲_20240102.pdf,2.55,大学物理知识串讲（二）波动与光学，由谢悦晋讲解，包含波动方程、波的分类等基础内容。
大学物理/大物上精策课堂 ——刘科宏.pdf,"{""id"": ""69da3ff6bdc30a449663e984"", ""reused_existing"": true}",,大学物理实验资料,课程,大学物理,实验资料,大物上精策课堂 ——刘科宏.pdf,4.86,大学物理（上）精策课堂讲义，涵盖考试范围、题型及演示实验等内容。
大学物理/大物下串讲.pptx,"{""id"": ""6a0725d9abfe09661dcd8b8d"", ""reused_existing"": false}",,大学物理复习资料,课程,大学物理,复习资料,大物下串讲.pptx,11.11,大学物理下学期的串讲PPT。
大学物理/大物下串讲_电气2106张苏灿.pptx,"{""id"": ""6a0725dcabfe09661dcd8b8e"", ""reused_existing"": false}",,大学物理复习资料,课程,大学物理,复习资料,大物下串讲_电气2106张苏灿.pptx,14.19,电气2106张苏灿制作的大物下串讲PPT
大学物理/大物下答案.pdf,"{""id"": ""69da3bd7bdc30a449663e97f"", ""reused_existing"": true}",,大学物理复习资料,课程,大学物理,复习资料,大物下答案.pdf,10.58,大学物理下册习题解答，包含气体动理论等章节的答案。
大学物理/大物下练习题（知识点回顾＋半全解）.pdf,"{""id"": ""6a0725e0abfe09661dcd8b8f"", ""reused_existing"": false}",,大学物理复习资料,课程,大学物理,复习资料,大物下练习题（知识点回顾＋半全解）.pdf,80.61,大学物理下册练习题，包含知识点回顾和半全解。
大学物理/知识点复习-1220.pdf,"{""id"": ""6a0725e3abfe09661dcd8b94"", ""reused_existing"": false}",,大学物理实验资料,课程,大学物理,实验资料,知识点复习-1220.pdf,3.14,大学物理知识点复习资料，涵盖电磁学、振动与波、光学、量子力学等章节，包含演示实验目录和考试题型说明。
大学物理/第十一章振动部分.ppt,"{""id"": ""6a0725f6abfe09661dcd8bad"", ""reused_existing"": false}",,第十一章振动部分,课程,大学物理,课件,第十一章振动部分.ppt,2.39,大学物理第十一章振动部分的PPT课件。
大物实验/大学物理实验(最终).pdf,"{""id"": ""6a0725f8abfe09661dcd8bb1"", ""reused_existing"": false}",,大物实验实验资料,课程,大物实验,实验资料,大学物理实验(最终).pdf,5.06,大学物理实验课程资料，包含万用表使用、模拟法测绘静电场、迈克尔逊干涉仪、旋光仪测糖溶液浓度等实验的思考题解答和数据处理方法，适合复习备考。
大物实验/大学物理实验习题和答案(整理版).pdf,"{""id"": ""6a0725f9abfe09661dcd8bb2"", ""reused_existing"": false}",,大物实验实验资料,课程,大物实验,实验资料,大学物理实验习题和答案(整理版).pdf,0.12,该文档为大学物理实验习题与答案整理版，涵盖基本实验基础，包括游标尺、千分尺读数，物理天平、检流计、电表、万用表、信号发生器、光学元件、箱式电桥、逐差法、杨氏模量实验、伏安特性、电桥等知识点，以问答形式呈现，适合复习备考。
大物实验/大学物理实验思考题.pdf,"{""id"": ""6a0725f9abfe09661dcd8bb3"", ""reused_existing"": false}",,大物实验实验资料,课程,大物实验,实验资料,大学物理实验思考题.pdf,0.35,该PDF包含大学物理实验的思考题，涵盖测非线性电阻伏安特性（电流表内接误差分析）和迈克尔逊干涉仪的使用（光学元件作用、等倾干涉条纹调节、零点调整、空程避免及光程差推导）。
大物实验/大学物理实验报告答案大全(实验数据及思考题答案.pdf,"{""id"": ""6a0725faabfe09661dcd8bb4"", ""reused_existing"": false}",,大物实验实验资料,课程,大物实验,实验资料,大学物理实验报告答案大全(实验数据及思考题答案.pdf,0.84,该文档包含大学物理实验报告答案，涵盖伏安法测电阻和光栅衍射两个实验。伏安法测电阻部分包括实验目的、原理、步骤、数据处理及结果表示；光栅衍射部分包括实验目的、原理、步骤、数据记录与处理，以及波长计算。文档提供了完整的实验数据和思考题答案。
大物实验/大学物理实验答案完整版.pdf,"{""id"": ""6a0725fbabfe09661dcd8bb5"", ""reused_existing"": false}",,大物实验实验资料,课程,大物实验,实验资料,大学物理实验答案完整版.pdf,3.26,大学物理实验答案完整版PDF，包含实验题目解答，附有微信公众号和QQ空间等学习资源获取方式。
大物实验/大学物理实验考试题库.pdf,"{""id"": ""6a0725fbabfe09661dcd8bb6"", ""reused_existing"": false}",,大物实验实验资料,课程,大物实验,实验资料,大学物理实验考试题库.pdf,0.92,大学物理实验考试题库包含填空题，涉及天平调整、滑线变阻器接法、伏安特性测点分布、电压表误差、扬氏模量测量、电势差计原理、惠斯通电桥、分光仪调节、示波器使用、牛顿环、光栅衍射、气垫导轨实验、弹簧振子、三线摆等内容。
大物实验/实验讲义汇总.pdf,"{""id"": ""6a0725feabfe09661dcd8bb7"", ""reused_existing"": false}",,大物实验实验资料,课程,大物实验,实验资料,实验讲义汇总.pdf,32.64,大物实验课程实验讲义汇总PDF文件，包含多个实验项目的讲义内容，适用于物理实验课程学习与参考。
微积分/线代串讲_廖乾超.pdf,"{""id"": ""6a0725ffabfe09661dcd8bb9"", ""reused_existing"": false}",,线代串讲_廖乾超,课程,微积分,往年题,线代串讲_廖乾超.pdf,1.48,线性代数串讲资料，涵盖行列式定义、性质、展开及典型习题，由廖乾超于2023年2月15日讲解。
数理方程/13-18次作业.pdf,"{""id"": ""6a07261fabfe09661dcd8bce"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,13-18次作业.pdf,8.45,该文件为数理方程课程第13-18次作业，主要涉及积分变换法和格林函数法求解偏微分方程，包括一维热传导方程和波动方程的定解问题，以及拉普拉斯变换的应用。内容包含具体例题和求解步骤。
数理方程/1_状态表示(1).pdf,"{""id"": ""6a0725a1abfe09661dcd8b55"", ""reused_existing"": true}",,数理方程复习资料,课程,数理方程,复习资料,1_状态表示(1).pdf,16.54,数理方程课程中关于状态表示的PDF资料，可能涉及量子力学或线性系统中的状态描述方法，适合复习或预习使用。
数理方程/2023第一学期（秋）教学计划.pdf,"{""id"": ""6a072601abfe09661dcd8bbc"", ""reused_existing"": true}",,数理方程复习资料,课程,数理方程,复习资料,2023第一学期（秋）教学计划.pdf,0.15,2023年秋季学期数学物理方程与特殊函数课程教学计划，面向光电2205-2208班，共40学时，涵盖三类方程建立、定解条件、傅里叶级数、分离变量法、达朗贝尔公式、积分变换、Green函数、Bessel函数等知识点，含4学时习题课。
数理方程/7-12次作业参考.pdf,"{""id"": ""6a072621abfe09661dcd8bcf"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,7-12次作业参考.pdf,21.41,数理方程第7-12次作业参考，包含非齐次边界条件的齐次化方法、固有值问题求解，以及利用分离变量法求解偏微分方程的过程。
数理方程/HUST数理方程习题册（第九版）.pdf,"{""id"": ""6a072622abfe09661dcd8bd0"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,HUST数理方程习题册（第九版）.pdf,0.33,华中科技大学《数学物理方程与特殊函数》习题册（第九版），包含弦振动边界条件与初始条件、定解问题验证、固有值问题求解、热传导方程、拉普拉斯方程等典型习题，覆盖分离变量法、行波法等核心方法。
数理方程/HUST数理方程习题册（第九版）参考答案.pdf,"{""id"": ""6a072622abfe09661dcd8bd1"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,HUST数理方程习题册（第九版）参考答案.pdf,0.3,华中科技大学数理方程习题册第九版参考答案，涵盖练习一至练习八，包含波动方程、热传导方程、拉普拉斯方程等典型习题的求解过程与答案，涉及分离变量法、特征函数展开等知识点。
数理方程/Mathematical equation/1第一章典型方程与定解条件.ppt,"{""id"": ""6a0729a1abfe09661dcd8df6"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,1第一章典型方程与定解条件.ppt,3.85,第一章介绍数理方程中的典型方程与定解条件。
数理方程/Mathematical equation/1第一章绪论 习题课.pptx,"{""id"": ""6a0729a2abfe09661dcd8df7"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,1第一章绪论 习题课.pptx,0.97,数理方程第一章绪论的习题课PPT
数理方程/Mathematical equation/2第二章分离变量法 习题课.pptx,"{""id"": ""6a0729a4abfe09661dcd8df8"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,2第二章分离变量法 习题课.pptx,1.6,数理方程第二章分离变量法习题课PPT
数理方程/Mathematical equation/2第二章分离变量法.ppt,"{""id"": ""6a0729a5abfe09661dcd8df9"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,2第二章分离变量法.ppt,5.01,介绍分离变量法在数理方程中的应用，涵盖基本概念与解题步骤。
数理方程/Mathematical equation/3第三章行波法与积分变换法 习题课.pptx,"{""id"": ""6a0729a6abfe09661dcd8dfa"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,3第三章行波法与积分变换法 习题课.pptx,1.97,数理方程第三章行波法与积分变换法的习题课PPT
数理方程/Mathematical equation/3第三章行波法与积分变换法.pptx,"{""id"": ""6a0729a7abfe09661dcd8dfb"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,3第三章行波法与积分变换法.pptx,2.49,第三章介绍行波法与积分变换法在数理方程中的应用。
数理方程/Mathematical equation/4第四章格林函数法 习题课.pptx,"{""id"": ""6a0729a8abfe09661dcd8dfc"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,4第四章格林函数法 习题课.pptx,1.52,数理方程第四章格林函数法习题课PPT
数理方程/Mathematical equation/4第四章格林函数法.ppt,"{""id"": ""6a0729a9abfe09661dcd8dfd"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,4第四章格林函数法.ppt,2.6,第四章介绍格林函数法在数理方程中的应用。
数理方程/Mathematical equation/5第五章贝塞尔函数 习题课.pptx,"{""id"": ""6a0729aaabfe09661dcd8dfe"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,5第五章贝塞尔函数 习题课.pptx,1.88,第五章贝塞尔函数习题课PPT，包含习题讲解与复习要点。
数理方程/Mathematical equation/5第五章贝塞尔函数.pptx,"{""id"": ""6a0729aaabfe09661dcd8dff"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,5第五章贝塞尔函数.pptx,2.47,第五章贝塞尔函数的PPT课件，涵盖贝塞尔函数的定义、性质及应用。
数理方程/Mathematical equation/数学物理方程练习题第九版（学生用）.pdf,"{""id"": ""6a0729ababfe09661dcd8e00"", ""reused_existing"": false}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,数学物理方程练习题第九版（学生用）.pdf,0.35,该文件为《数学物理方程与特殊函数》第九版学生用练习题，包含弦振动的边界与初始条件、方程验证、定解问题求解、固有值问题等典型习题，适合数理方程课程练习。
数理方程/Mathematical equation/数理答案(1)_加水印.pdf,"{""id"": ""6a07262babfe09661dcd8bda"", ""reused_existing"": true}",,数理方程Mathematical equation,课程,数理方程,Mathematical equation,数理答案(1)_加水印.pdf,25.1,数理方程课程习题答案，PDF格式，含加水印，适用于复习与自测。
数理方程/《数理方程与特殊数函数》课程教学大纲（刘超 2023版）.pdf,"{""id"": ""6a072602abfe09661dcd8bbd"", ""reused_existing"": true}",,数理方程复习资料,课程,数理方程,复习资料,《数理方程与特殊数函数》课程教学大纲（刘超 2023版）.pdf,0.44,《数理方程与特殊数函数》课程教学大纲（刘超 2023版）为电子、光电、自动化等专业必修课，总学时40，学分2.5。课程重点包括三类方程导出、分离变量法、行波法、积分变换法、贝塞尔函数；难点为格林函数法和贝塞尔函数应用。教学方法采用启发式、互动式和研究性学习，并引入MATLAB辅助教学。
数理方程/刘超/2023第一学期（秋）教学计划.pdf,"{""id"": ""6a072601abfe09661dcd8bbc"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,2023第一学期（秋）教学计划.pdf,0.15,2023年秋季学期数学物理方程与特殊函数课程教学计划，面向光电2205-2208班，共40学时，涵盖三类方程建立、定解条件、傅里叶级数、有界弦振动、热传导、Laplace方程、非齐次方程、达朗贝尔公式、积分变换、Green函数、Bessel函数等内容，含4学时习题课。
数理方程/刘超/《数理方程与特殊数函数》课程教学大纲（刘超 2023版）.pdf,"{""id"": ""6a072602abfe09661dcd8bbd"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,《数理方程与特殊数函数》课程教学大纲（刘超 2023版）.pdf,0.44,《数理方程与特殊数函数》课程教学大纲（刘超 2023版），面向电子、光电、自动化等专业，必修课，2.5学分，先修微积分、线性代数、复变函数。重点包括三类方程导出、分离变量法、行波法、积分变换法、贝塞尔函数；难点为格林函数法和贝塞尔函数应用。教学方法含启发式讲授、互动教学、研究性学习，使用MATLAB辅助。
数理方程/刘超/第 1 周 周四 正式slides 2023 无批注.pdf,"{""id"": ""6a072602abfe09661dcd8bbe"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 1 周 周四 正式slides 2023 无批注.pdf,5.26,热传导方程的导出过程，基于傅立叶实验定律，推导热量流入闭曲面的表达式，为后续定解条件奠定基础。
数理方程/刘超/第 10 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a072604abfe09661dcd8bbf"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 10 周 周一 正式 slides 2023 无批注.pdf,10.85,该片段为贝塞尔函数的递推公式，包括第一类和第二类贝塞尔函数的递推关系，以及特殊情形n=0和n=1时的简化公式。
数理方程/刘超/第 10 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a072605abfe09661dcd8bc0"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 10 周 周四 正式 slides 2023 无批注.pdf,17.81,"该片段为2023年数理方程课程第10周周四的slides，内容涉及将函数f(x)=1在区间(0,1)上按零阶贝塞尔函数J0(μ_m^{(0)} x)展开为傅里叶-贝塞尔级数，并推导了展开系数C_m的表达式。"
数理方程/刘超/第 2 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a072606abfe09661dcd8bc1"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 2 周 周一 正式 slides 2023 无批注.pdf,5.57,该片段介绍了周期为2l的函数展开为傅里叶级数的公式，包括傅里叶系数的计算，以及奇偶函数的简化形式。同时补充了三角函数系的正交性和积化和差公式，是数理方程课程中傅里叶级数部分的核心内容。
数理方程/刘超/第 3 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a072608abfe09661dcd8bc2"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 3 周 周一 正式 slides 2023 无批注.pdf,12.71,二维拉普拉斯方程的边值问题，以矩形薄板稳恒温度分布为例，应用分离变量法求解。通过齐次边界条件得到特征值和特征函数，并给出通解形式。
数理方程/刘超/第 3 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a072609abfe09661dcd8bc3"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 3 周 周四 正式 slides 2023 无批注.pdf,11.71,该片段为2023年数理方程课程第3周周四的幻灯片，内容涉及圆域内泊松公式的推导，包括级数解转化为积分形式的过程，以及非齐次方程求解方法（固有函数法）的介绍。
数理方程/刘超/第 4 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a07260aabfe09661dcd8bc4"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 4 周 周一 正式 slides 2023 无批注.pdf,7.08,本节讲解泊松方程（非齐次拉普拉斯方程）在圆域内的边值问题求解，采用极坐标变换和固有函数法。通过例3展示如何将方程转化为极坐标形式，利用固有函数系展开求解，并满足边界条件。内容涉及齐次方程对应的固有函数、单值性条件及系数比较法。
数理方程/刘超/第 4 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a07260cabfe09661dcd8bc5"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 4 周 周四 正式 slides 2023 无批注.pdf,10.06,本slides介绍了固有值与固有函数的概念，包括施图姆-刘维尔方程的一般形式、固有值与固有函数的定义及其正交性、展开定理等。内容属于数理方程课程，适用于2023年教学。
数理方程/刘超/第 5 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a07260dabfe09661dcd8bc6"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 5 周 周一 正式 slides 2023 无批注.pdf,5.17,本章介绍行波法（达朗贝尔解法）和积分变换法求解定解问题。行波法适用于无界区域波动方程，积分变换法不受方程类型限制。以弦振动方程为例，说明叠加原理将问题分解为初始状态和外力影响的叠加。
数理方程/刘超/第 5 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a07260eabfe09661dcd8bc7"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 5 周 周四 正式 slides 2023 无批注.pdf,8.89,该资料为数理方程课程第5周周四的正式slides（2023年），内容涵盖波动方程的达朗贝尔解法，包括通解形式、叠加原理、初值问题的求解公式（如公式18、25、26），以及达朗贝尔解的物理意义，通过行波法解释波动传播。
数理方程/刘超/第 6 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a072610abfe09661dcd8bc8"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 6 周 周一 正式 slides 2023 无批注.pdf,12.41,该课件为2023年数理方程课程第6周周一内容，主要讲解波动方程的三维球面平均法，包括球面平均值的定义、球坐标变换、极限推导等，适用于求解三维波动方程的柯西问题。
数理方程/刘超/第 6 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a072611abfe09661dcd8bc9"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 6 周 周四 正式 slides 2023 无批注.pdf,17.01,该片段为数理方程课程中积分变换法的复习内容，包括傅里叶变换及其逆变换、拉普拉斯变换的定义，并通过例3求解函数f(x)的傅里叶逆变换，利用欧拉积分得出结果。
数理方程/刘超/第 7 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a072613abfe09661dcd8bca"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 7 周 周一 正式 slides 2023 无批注.pdf,15.8,本章介绍格林函数法求解拉普拉斯方程边值问题，重点讲解二维拉普拉斯方程的圆对称解及其基本解，并补充欧拉方程的求解方法。
数理方程/刘超/第 7 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a072614abfe09661dcd8bcb"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 7 周 周四 正式 slides 2023 无批注.pdf,9.75,该片段介绍了调和函数的基本性质，包括平均值定理和极值原理。平均值定理指出调和函数在球面上的平均值等于球心处的函数值；极值原理说明非常数调和函数的最大值和最小值只能在边界上达到。
数理方程/刘超/第 8 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a072615abfe09661dcd8bcc"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 8 周 周一 正式 slides 2023 无批注.pdf,15.35,格林函数的三个重要性质：在除去一点外处处满足拉普拉斯方程，趋于无穷大时阶数与1/r相同；在边界上恒等于0；在区域内满足不等式。包含格林函数公式(17)。
数理方程/刘超/第 8 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a072617abfe09661dcd8bcd"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 8 周 周四 正式 slides 2023 无批注.pdf,13.71,本资料为2023年数理方程课程第8周周四的幻灯片，主要讲解球域的格林函数及狄利克雷问题。内容涉及静电源像法、反演点、电位抵消等概念，并给出了相关公式和边界条件。适用于学习数理方程中格林函数应用的学生。
数理方程/刘超/第 9 周 周一 正式 slides 2023 无批注.pdf,"{""id"": ""6a0729adabfe09661dcd8e02"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 9 周 周一 正式 slides 2023 无批注.pdf,12.6,数理方程课程第9周周一正式slides，2023年版本，无批注，包含Recall回顾内容。
数理方程/刘超/第 9 周 周四 正式 slides 2023 无批注.pdf,"{""id"": ""6a0729afabfe09661dcd8e03"", ""reused_existing"": false}",,数理方程刘超,课程,数理方程,刘超,第 9 周 周四 正式 slides 2023 无批注.pdf,9.5,该资料为2023年数理方程课程第9周周四的幻灯片，主要讲解分离变量法在求解偏微分方程中的应用，重点介绍了施图姆-刘维尔问题及其固有值与固有函数的概念，并推导出贝塞尔函数方程。
数理方程/数学物理方程练习题第九版.pdf,"{""id"": ""6a072622abfe09661dcd8bd0"", ""reused_existing"": true}",,数理方程复习资料,课程,数理方程,复习资料,数学物理方程练习题第九版.pdf,0.33,《数学物理方程与特殊函数》作业题，包含弦振动的边界与初始条件、定解问题求解、固有值问题、拉普拉斯方程等练习，适用于数理方程课程。
数理方程/数理方程1.pdf,"{""id"": ""6a07263aabfe09661dcd8bec"", ""reused_existing"": false}",,数理方程往年题,课程,数理方程,往年题,数理方程1.pdf,0.48,数理方程试卷，包含四道大题：分离变量法求解波动方程（齐次边界条件）、特征函数展开法求解热传导方程（非齐次项）、非齐次边界条件的拉普拉斯方程、达朗贝尔法求解半无界波动方程。总分150分，考试时间未知。
数理方程/数理方程2.pdf,"{""id"": ""6a07263babfe09661dcd8bed"", ""reused_existing"": false}",,数理方程往年题,课程,数理方程,往年题,数理方程2.pdf,0.48,数理方程试卷，包含分离变量法求解波动方程、格林函数法求解拉普拉斯方程、非齐次边界条件热传导方程、达朗贝尔公式求解无界波动方程等题目，共4题，总分50分。
数理方程/数理方程2023-2024第二学期考试卷A卷.pdf,"{""id"": ""6a07263cabfe09661dcd8bee"", ""reused_existing"": false}",,数理方程往年题,课程,数理方程,往年题,数理方程2023-2024第二学期考试卷A卷.pdf,0.39,2023-2024学年第二学期数理方程与特殊函数考试A卷，考试时间150分钟，包含判断方程类型、分离变量法、非齐次边界条件、达朗贝尔公式、积分变换法、贝塞尔函数等题目，涉及偏微分方程求解与特征值问题。
数理方程/数理方程2答案.pdf,"{""id"": ""6a072625abfe09661dcd8bd4"", ""reused_existing"": true}",,数理方程往年题,课程,数理方程,往年题,数理方程2答案.pdf,0.53,数理方程试卷答案，包含分离变量法和固有函数法求解定解问题，涉及齐次与非齐次边界条件，适用于复习备考。
数理方程/数理方程串讲.pdf,"{""id"": ""6a072623abfe09661dcd8bd2"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程串讲.pdf,1.7,华中科技大学光学与电子信息学院梁晋铭主讲的数理方程串讲资料，涵盖题型分布、绪论、分离变量法、行波法与积分变换法、贝塞尔函数、格林函数法等核心知识点，适用于2025年课程复习。
数理方程/数理方程模拟题(1)_答案.pdf,"{""id"": ""6a072624abfe09661dcd8bd3"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程模拟题(1)_答案.pdf,2.0,华中科技大学数理方程模拟题答案，包含分离变量法求解偏微分方程的过程，涉及特征值问题、通解形式及边界条件应用。
数理方程/数理方程模拟题(1)_试题.pdf,"{""id"": ""6a07263aabfe09661dcd8bec"", ""reused_existing"": true}",,数理方程往年题,课程,数理方程,往年题,数理方程模拟题(1)_试题.pdf,0.48,数理方程模拟题，包含四道大题：分离变量法求解波动方程、特征函数法求解热传导方程、非齐次边界条件的拉普拉斯方程、达朗贝尔公式求解半无界波动方程。适用于课程复习与考试练习。
数理方程/数理方程模拟题(2)_答案.pdf,"{""id"": ""6a072625abfe09661dcd8bd4"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程模拟题(2)_答案.pdf,0.53,数理方程模拟题答案，包含三道大题：第一题用分离变量法求解波动方程定解问题；第二题用特征函数法求解泊松方程边值问题；第三题求解非齐次边界条件的热传导方程。涉及特征值、特征函数、傅里叶级数展开等知识点。
数理方程/数理方程模拟题(2)_试题.pdf,"{""id"": ""6a07263babfe09661dcd8bed"", ""reused_existing"": true}",,数理方程往年题,课程,数理方程,往年题,数理方程模拟题(2)_试题.pdf,0.48,数理方程模拟题，包含四道大题：分离变量法求解波动方程、格林函数法求解拉普拉斯方程、非齐次边界条件的热传导方程、达朗贝尔公式求解无界波动方程。适用于课程复习与考试练习。
数理方程/数理方程笔记（fj）.pdf,"{""id"": ""6a072627abfe09661dcd8bd5"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程笔记（fj）.pdf,40.51,该笔记涵盖数理方程的核心内容，包括分离变量法、傅里叶变换及其在偏微分方程求解中的应用，涉及边界条件、特征值问题等知识点。
数理方程/数理方程练习题第九版答案.pdf,"{""id"": ""6a072628abfe09661dcd8bd6"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程练习题第九版答案.pdf,0.24,数理方程第九版练习题答案，包含练习一至练习八的解答，涉及波动方程、热传导方程、拉普拉斯方程等典型问题的分离变量法求解，以及边界条件、初始条件的处理。
数理方程/数理方程练习题第十版.pdf,"{""id"": ""6a072628abfe09661dcd8bd7"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程练习题第十版.pdf,0.4,数理方程练习题第十版，包含波动方程、热传导方程等典型习题，涉及边界条件、初始条件、线性与非线性方程判断等知识点。
数理方程/数理方程练习题第十版答案.pdf,"{""id"": ""6a072629abfe09661dcd8bd8"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程练习题第十版答案.pdf,0.26,该PDF文件为数理方程第十版练习题答案，包含练习一至练习十八及附录，由林嘉茉于2025年3月整理。答案前部分过程详细，后部分省略了部分计算步骤，但提供了必要的推导提示。适用于华中科技大学光电专业学生参考，禁止商业用途。
数理方程/数理方程练习题第十版答案（练习一至练习九）.pdf,"{""id"": ""6a07262aabfe09661dcd8bd9"", ""reused_existing"": false}",,数理方程复习资料,课程,数理方程,复习资料,数理方程练习题第十版答案（练习一至练习九）.pdf,0.11,数理方程第十版练习题答案，涵盖练习一至练习九，由林嘉茉编写，提供详细解题过程，适用于华中科技大学课程学习。
数理方程/数理方程自学笔记.pdf,"{""id"": ""6a07264babfe09661dcd8bf5"", ""reused_existing"": false}",,数理方程课程资料,课程,数理方程,课程资料,数理方程自学笔记.pdf,4.03,该文本片段涵盖数理方程自学笔记中傅里叶级数展开、系数计算、正弦与余弦级数、指数形式，以及傅里叶变换、拉普拉斯变换的引用。还包括莱布尼茨积分法则、高斯函数、二阶常系数微分方程、欧拉方程和施图姆-刘维尔理论等数学工具。
数理方程/数理方程课件/MPEslide0.pdf,"{""id"": ""69ee1ce8aea294ac499adb93"", ""reused_existing"": true}",,数理方程数理方程课件,课程,数理方程,数理方程课件,MPEslide0.pdf,0.27,数学物理方程与特殊函数课程课件，涵盖数学物理方法、偏微分方程、特殊函数（如Bessel函数、Legendre多项式、Γ函数、B函数）等内容，适用于数理方程学科。
数理方程/数理方程课件/MPEslide1.pdf,"{""id"": ""69ee1ce9aea294ac499adb94"", ""reused_existing"": true}",,数理方程数理方程课件,课程,数理方程,数理方程课件,MPEslide1.pdf,0.4,该片段为数学物理方程课件，介绍偏微分方程的基本概念、定解问题的提法，以及根据物理系统边界条件和初始条件建立数学模型的方法。
数理方程/数理方程课件/MPEslide2.pdf,"{""id"": ""69ee1ceaaea294ac499adb9a"", ""reused_existing"": true}",,数理方程数理方程课件,课程,数理方程,数理方程课件,MPEslide2.pdf,0.98,该片段为《数理方程》课件MPEslide2.pdf的第2-3页，介绍§2.1节波动方程的定解问题，包括波动方程、边界条件和初始条件。适用于数理方程课程学习。
数理方程/数理方程课件/MPEslide3.pdf,"{""id"": ""69ee1ceaaea294ac499adb98"", ""reused_existing"": true}",,数理方程数理方程课件,课程,数理方程,数理方程课件,MPEslide3.pdf,0.6,该PDF为《数理方程》课程第三章第一节的PPT，主要介绍D'Alembert公式及其在波动方程求解中的应用，包含公式推导与例题。
